group,report_date,ratio,n_nonnull,p50,p75,p90,p95,p99
regional_banks,2021-03-31,demand_dep_to_assets,145,0.08967170742953533,0.16158830136676522,0.29515921443986215,0.43605818971595733,0.5562461162989604
regional_banks,2021-03-31,htm_ac_minus_fv_to_equity,145,0.0,0.0,0.0012376458618498182,0.005758714419130575,0.019589278570262422
regional_banks,2021-03-31,htm_to_assets,145,0.0054249547920434,0.04038970866439652,0.08612294101239897,0.1561530946220884,0.31698189155562195
regional_banks,2021-03-31,htm_to_total_securities,143,0.03348889326660656,0.2665888833199145,0.4804357924648384,0.7029015819111797,0.9162218827321013
regional_banks,2021-03-31,total_ac_minus_fv_to_equity,145,-0.010635660735546169,-0.00031078288751140877,0.00896366345336292,0.023772735392570955,0.17595121734008223
regional_banks,2021-03-31,total_securities_to_assets,145,0.17419333509399348,0.24556366696888807,0.3156883244956588,0.38899852378328187,0.8597249266015019
regional_banks,2021-03-31,uninsured_dep_to_assets,145,0.3540196684978545,0.448307577875667,0.5437622460575819,0.5944446762752909,0.744828526915993
regional_banks,2021-03-31,uninsured_dep_to_total_dep,145,0.4261735465633561,0.5490369811204103,0.6591035095059659,0.7591265207691172,0.920394659973216
regional_banks,2021-06-30,demand_dep_to_assets,147,0.1094193612348719,0.2250057483598184,0.4160524126211823,0.5008465503761155,0.8570578887636514
regional_banks,2021-06-30,htm_ac_minus_fv_to_equity,147,-0.0002672890713254724,0.0,0.0,0.0016839398753739892,0.006188008535450594
regional_banks,2021-06-30,htm_to_assets,147,0.006234001675299645,0.041901156244602875,0.09198193423051605,0.17142595262168675,0.36886523606328586
regional_banks,2021-06-30,htm_to_total_securities,146,0.030818984540261173,0.2352808054497552,0.4475402935517214,0.7531749111667956,0.9199386095752213
regional_banks,2021-06-30,total_ac_minus_fv_to_equity,147,-0.014742509234338499,-0.004886242183922399,0.0011534058768992099,0.007860659734966698,0.07589026739717789
regional_banks,2021-06-30,total_securities_to_assets,147,0.1817679783201567,0.25675912929694045,0.34551351419683285,0.4350979011803126,0.841237585115548
regional_banks,2021-06-30,uninsured_dep_to_assets,147,0.36954767071796074,0.45767706489939347,0.5630304401181158,0.6164198894277425,0.8388751781591293
regional_banks,2021-06-30,uninsured_dep_to_total_dep,147,0.4413316773036758,0.5639553183513605,0.6845026359728978,0.7585005675070156,0.9617349986324759
regional_banks,2021-09-30,demand_dep_to_assets,149,0.11902362065577529,0.2742917250911187,0.43402056124750266,0.5104796094933588,0.7138235300452541
regional_banks,2021-09-30,htm_ac_minus_fv_to_equity,149,0.0,0.0,0.0021321504087394075,0.006448859723754863,0.020416511510383335
regional_banks,2021-09-30,htm_to_assets,149,0.006007825757996464,0.04561374292354818,0.09792576939321378,0.1705492298996629,0.38049220348303087
regional_banks,2021-09-30,htm_to_total_securities,148,0.03348034147669205,0.2524132398263547,0.47563788741074803,0.7467699752753246,0.9180313475709229
regional_banks,2021-09-30,total_ac_minus_fv_to_equity,149,-0.007442980990037126,0.00041331586081685723,0.010671733559859738,0.0191893018704427,0.09892056085257762
regional_banks,2021-09-30,total_securities_to_assets,149,0.18764917255851363,0.2729846931783757,0.3714490864812826,0.5296847780870662,0.8973905963527231
regional_banks,2021-09-30,uninsured_dep_to_assets,149,0.37176194137795676,0.465175768520639,0.5668065689902376,0.6139780385246808,0.8030236584603425
regional_banks,2021-09-30,uninsured_dep_to_total_dep,149,0.4481119986714399,0.5690464430195601,0.68035029724666,0.7391900697394063,0.9617752843483989
regional_banks,2021-12-31,demand_dep_to_assets,147,0.12692856385566212,0.29482770258780194,0.46818671149822744,0.5514289019688197,0.8542877340219973
regional_banks,2021-12-31,htm_ac_minus_fv_to_equity,147,0.0,0.0,0.005823879173324624,0.010182663867368987,0.051272700180593885
regional_banks,2021-12-31,htm_to_assets,147,0.008061110906908392,0.0505496680432371,0.0998048797615743,0.1755527074726201,0.37614085267451286
regional_banks,2021-12-31,htm_to_total_securities,146,0.07190401378654965,0.2493857710943897,0.49248994411526226,0.6939510985336287,0.9491568253522746
regional_banks,2021-12-31,total_ac_minus_fv_to_equity,147,0.0017765605370398082,0.014000349686988538,0.0301778046412041,0.04699405195452384,0.1200570926352722
regional_banks,2021-12-31,total_securities_to_assets,147,0.1938850236229258,0.2919833467229383,0.3804792901498962,0.5272981271977937,0.8688206547182326
regional_banks,2021-12-31,uninsured_dep_to_assets,147,0.3832911864866811,0.4745636737689408,0.5814546734001556,0.6432554693580229,0.8467151899333336
regional_banks,2021-12-31,uninsured_dep_to_total_dep,147,0.4566203387216068,0.5700997675120367,0.6932608071033313,0.7672081119236583,0.9653246809907953
regional_banks,2022-03-31,demand_dep_to_assets,147,0.12878575144327145,0.31629359393815626,0.4750108669065753,0.5289109945896449,0.7301761300930003
regional_banks,2022-03-31,htm_ac_minus_fv_to_equity,147,0.005281814259488512,0.03296137620547096,0.07695611111629162,0.12216203949482402,0.2628683139753301
regional_banks,2022-03-31,htm_to_assets,147,0.028904811130606053,0.06954707023361262,0.1356861710328308,0.17426528035036234,0.3906990183623193
regional_banks,2022-03-31,htm_to_total_securities,146,0.16257599337805967,0.33579239006716255,0.5201003627205353,0.773582408816659,0.9563857116155212
regional_banks,2022-03-31,total_ac_minus_fv_to_equity,147,0.09148512714953803,0.15550915558301087,0.2611399676028902,0.4034479501114823,0.7776862263049024
regional_banks,2022-03-31,total_securities_to_assets,147,0.20550056855257198,0.28958764495647316,0.38282807426400595,0.472656566844842,0.8155969556600318
regional_banks,2022-03-31,uninsured_dep_to_assets,147,0.3841856939364936,0.46890672095733005,0.5544300178196513,0.6345877797145493,0.8113441160650096
regional_banks,2022-03-31,uninsured_dep_to_total_dep,147,0.44856883738439585,0.5553700134915621,0.6773016077142878,0.7594359134429182,0.9620364212091187
regional_banks,2022-06-30,demand_dep_to_assets,146,0.1459868086365897,0.3348698425063525,0.4815650490471084,0.5219872479135123,0.7239336367880039
regional_banks,2022-06-30,htm_ac_minus_fv_to_equity,146,0.014058581543126964,0.06252664552737154,0.14665639572288425,0.2559956388074087,0.46707097500464567
regional_banks,2022-06-30,htm_to_assets,146,0.04109255882395191,0.08229066703208086,0.14406452184657537,0.19593526818022133,0.408943566079848
regional_banks,2022-06-30,htm_to_total_securities,145,0.19139125313046568,0.3726124727140876,0.5725866822046732,0.7775724541451897,0.9716332421389715
regional_banks,2022-06-30,total_ac_minus_fv_to_equity,146,0.15026675853889518,0.2604520258083815,0.42508825774560355,0.7003921746024868,1.316183531004752
regional_banks,2022-06-30,total_securities_to_assets,146,0.20236800298764807,0.28030839060212503,0.38154487103033996,0.5389020415933335,0.7980421286843378
regional_banks,2022-06-30,uninsured_dep_to_assets,146,0.3666154145241726,0.4657161732968099,0.554050203303248,0.6038585291474803,0.8025803073106671
regional_banks,2022-06-30,uninsured_dep_to_total_dep,146,0.43989933182728835,0.5589380559859431,0.6853722002589334,0.7487954624486033,0.9598107829861957
regional_banks,2022-09-30,demand_dep_to_assets,145,0.1384830954506814,0.3506486765686205,0.4860374610109758,0.5348803968559649,0.7875177027148039
regional_banks,2022-09-30,htm_ac_minus_fv_to_equity,145,0.03856538359016201,0.10245484993949748,0.2222384385160647,0.3759941914811638,1.1198291000734335
regional_banks,2022-09-30,htm_to_assets,145,0.045956833277862666,0.08584556886850235,0.15012251684892486,0.20006581032102516,0.39538585837209383
regional_banks,2022-09-30,htm_to_total_securities,144,0.22572265863802365,0.4121084225151994,0.6131053775456579,0.7963574858860996,0.9717301203329748
regional_banks,2022-09-30,total_ac_minus_fv_to_equity,145,0.23606968624856303,0.41231906399567037,0.7423252775416403,0.9266456158057437,3.5176506980860336
regional_banks,2022-09-30,total_securities_to_assets,145,0.19158365816398648,0.2673809917062156,0.3869870588796995,0.5418678731901494,0.8005689569636945
regional_banks,2022-09-30,uninsured_dep_to_assets,145,0.3529129760267309,0.4594313831138239,0.5631813627198041,0.6135208027417743,0.7602878944500697
regional_banks,2022-09-30,uninsured_dep_to_total_dep,145,0.4408742230755439,0.5591180025906718,0.6876933997227942,0.740981282028795,0.926318011953654
regional_banks,2022-12-31,demand_dep_to_assets,145,0.14673123903845875,0.32203573503401234,0.4432807503256326,0.5131393017194313,0.7418423861467711
regional_banks,2022-12-31,htm_ac_minus_fv_to_equity,145,0.037291375819089666,0.09511885598347007,0.19469977100211205,0.32600899321791826,1.1005150284987906
regional_banks,2022-12-31,htm_to_assets,145,0.04926506183170639,0.09030403159713762,0.14393161542546526,0.22354913394702952,0.43661888855498915
regional_banks,2022-12-31,htm_to_total_securities,144,0.24789117009777906,0.4242056616708425,0.6213047994946305,0.8023113310932349,0.9720642807773755
regional_banks,2022-12-31,total_ac_minus_fv_to_equity,145,0.2168572561125192,0.3687518839869865,0.5555058123981926,0.8135480432335023,2.4819543199245504
regional_banks,2022-12-31,total_securities_to_assets,145,0.18620260306219724,0.2619290133360855,0.37726318673659365,0.521997391643195,0.8468646729029249
regional_banks,2022-12-31,uninsured_dep_to_assets,145,0.3378781477165142,0.4187782496623885,0.5067414342376109,0.566824824563124,0.6958002718073808
regional_banks,2022-12-31,uninsured_dep_to_total_dep,145,0.4185312517681157,0.5308878450698803,0.6307213074838036,0.7147583114031749,0.9202592722845502
regional_banks,2023-03-31,demand_dep_to_assets,146,0.1588927474012533,0.30771371396952063,0.4276397779801995,0.4810784171258161,0.6995891631475473
regional_banks,2023-03-31,htm_ac_minus_fv_to_equity,146,0.022787032749635706,0.07590747574732137,0.15082670638160442,0.2355055746475981,0.7276524809608511
