report_date,bank_name,uninsured_dep_to_total_dep,uninsured_dep_to_assets,demand_dep_to_assets,total_securities_to_assets,htm_to_total_securities,htm_to_assets,total_ac_minus_fv_to_equity,htm_ac_minus_fv_to_equity
2021-03-31,Silicon Valley Bank,0.9421475888504858,0.7594144630901668,0.5931998736605056,0.4717512997498642,0.6130213181539256,0.2891936036134894,0.017304337281197645,-0.0023960062227938957
2021-06-30,Silicon Valley Bank,0.9482662818643605,0.779884166977766,0.6197039149566399,0.5133046163073213,0.7153370003415026,0.36718578449072514,-0.02009788009568396,-0.01049197526099042
2021-09-30,Silicon Valley Bank,0.94221532326325,0.7835147961213846,0.604138306561394,0.5516091122327169,0.7818420600176922,0.43127120463255775,0.023277932746916856,0.028122278250578482
2021-12-31,Silicon Valley Bank,0.946623863882585,0.7856635811232893,0.5955808582732315,0.5935506464497321,0.7829647111352075,0.46472921044163024,0.07597161203109158,0.06590064210882055
2022-03-31,Silicon Valley Bank,0.9459305696874214,0.7847246488620635,0.5808672369585441,0.5659277075627964,0.7915801291046871,0.44797712781647797,0.572438405051129,0.48356324205613893
2022-06-30,Silicon Valley Bank,0.9449121784209834,0.7711169882783165,0.5315991025658966,0.5692596168646712,0.7851331088223004,0.4469445727159509,0.8551930326270636,0.7304692577668009
2022-09-30,Silicon Valley Bank,0.9390471812799003,0.7293897128253792,0.4415339155435084,0.563746376845636,0.7774138979858837,0.4382642682989848,1.2370943221627337,1.052614184678432
2022-12-31,Silicon Valley Bank,0.93877222425207,0.7157554782263814,0.38128266751025763,0.554295939903585,0.7779396231558146,0.431208774605393,1.1446040372670807,0.9807194616977226
